PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Driscoll, RM; Reiss, CS; Hentschel, BT				Driscoll, Ryan M.; Reiss, Christian S.; Hentschel, Brian T.			Temperature-dependent growth of Thysanoessa macrura: inter-annual and spatial variability around Elephant Island, Antarctica	MARINE ECOLOGY PROGRESS SERIES												Somatic growth of pelagic invertebrates is controlled by temperature and food, both of which vary in space and time. Species-specific growth rate responses to environmental variability may affect populations through changes in reproductive potential; therefore, measuring spatial and temporal variability in growth rates of highly abundant zooplankton is critical to predict the impact of climate change on pelagic ecosystems. Here, we used length frequencies from bi-annual surveys conducted 1 month apart to estimate growth rates of one the most abundant euphausiids in the Southern Ocean, Thysanoessa macrura. We analyzed summer data from 4 separate years (1995, 1998, 2001, and 2004) that varied widely in temperature and primary production. Stations within the surveys were grouped by water characteristics: warm, low salinity Antarctic Circum polar Current (ACC) water, and cold, saline Bransfield Strait and Weddell Sea (MBW) water, to assess inter-annual and spatial variability in cohort growth. Mid-summer cohort growth rates of T. macrura varied between years and water masses, ranging from -0.037 mm d(-1) in MBW water in 2004 to 0.081 mm d(-1) in ACC water in 1995. Growth rates were faster in ACC water than in MBW water during all years. Growth rates were strongly correlated with temperature (R-2 = 0.82) but weakly correlated with copepod density (R-2 = 0.38), and were not correlated with chl a concentration (R-2 = 0.11). These results suggest that the growth rates of T. macrura may increase in regions exhibiting warming trends, such as the Antarctic Peninsula. This contrasts with published data on the growth rates of Euphausia superba, which is predicted to be impacted negatively by climate warming.																	0171-8630	1616-1599				JUN 8	2015	529						49	61		10.3354/meps11291							WOS:000356076000004						
J	von Harbou, L; Dubischar, CD; Pakhomov, EA; Hunt, BPV; Hagen, W; Bathmann, UV				von Harbou, Lena; Dubischar, Corinna D.; Pakhomov, Evgeny A.; Hunt, Brian P. V.; Hagen, Wilhelm; Bathmann, Ulrich V.			Salps in the Lazarev Sea, Southern Ocean: I. Feeding dynamics	MARINE BIOLOGY												Feeding dynamics of the Antarctic salps Ihlea racovitzai and Salpa thompsoni were studied in the Lazarev Sea in fall 2004, summer 2005-2006 and winter 2006. Pigment concentrations in the guts of both species were positively correlated with ambient surface chlorophyll a (chl a). No evidence was found for salp clogging even at dense surface concentrations of up to 7 mu g chl a L-1. However, gut pigment concentrations had a lower range than ambient pigment concentrations, suggesting that salps increased retention times of ingested material in low-food environments. For medium-sized I. racovitzai and S. thompsoni, estimated individual daily rations reached 7-10 and > 100% of body carbon in winter and summer, respectively. Daily respiratory needs of I. racovitzai and S. thompsoni accounted for 28 and 22% of daily carbon assimilation based on pigment ingestion rates in winter, and for 2 and 1% in summer, respectively. The grazing impact of the salp populations on the phytoplankton standing stock was negligible during all seasons due to generally low salp densities. Fatty acid trophic biomarkers in the salps suggest high year-round contributions of flagellates and modest contributions of diatoms to the salp's diet. These markers showed low seasonal variability for I. racovitzai. The more pronounced seasonality of trophic markers in S. thompsoni were likely related to their generally deeper residence depth in winter linked to a seasonal alternation of sexual and asexual generations.					Hagen, Wilhelm/0000-0002-7462-9931												0025-3162	1432-1793				SEP	2011	158	9					2009	2026		10.1007/s00227-011-1709-4							WOS:000294230000007						
J	Diaz, JI; Fusaro, B; Longarzo, L; Coria, NR; Vidal, V; Jerez, S; Ortiz, J; Barbosa, A				Ines Diaz, Julia; Fusaro, Bruno; Longarzo, Lucrecia; Ruben Coria, Nestor; Vidal, Virginia; Jerez, Silvia; Ortiz, Juana; Barbosa, Andres			Gastrointestinal helminths of Gentoo penguins (Pygoscelis papua) from Stranger Point, 25 de Mayo/King George Island, Antarctica	PARASITOLOGY RESEARCH												The aim of this work is to contribute to the knowledge of gastrointestinal parasites of the Gentoo penguin (Pygoscelis papua) from 25 de Mayo/King George Island (South Shetlands, Antarctica). Gastrointestinal tracts of 37 fresh dead individuals (21 chicks, 10 juveniles, and 6 adults) were collected from December 2006 to February 2012 and examined for macroparasites. Four adult parasite species were found: one Cestoda species (Parorchites zederi), two Nematoda species (Stegophorus macronectes and Tetrameres wetzeli), and one Acanthocephalan (Corynosoma shackletoni). Two species of immature acanthocephalans, Corynosoma hamanni and Corynosoma bullosum, were found in a single host. This is the first record of Tetrameres wetzeli in Gentoo penguins. The low parasite richness observed could be related to the stenophagic and pelagic diet of this host species which feeds almost exclusively on krill.				Barbosa, Andres/C-3208-2008; Ortiz, Juana/AAA-4874-2019; JEREZ, SILVIA/Q-8876-2016	Barbosa, Andres/0000-0001-8434-3649; Ortiz, Juana/0000-0002-0889-2985; 												0932-0113	1432-1955				MAY	2013	112	5					1877	1881		10.1007/s00436-013-3341-3							WOS:000317678700007	23435921					
J	Clark, KAJ; Brierley, AS; Pond, DW				Clark, K. A. J.; Brierley, A. S.; Pond, D. W.			Composition of wax esters is linked to diapause behavior of Calanus finmarchicus in a sea loch environment	LIMNOLOGY AND OCEANOGRAPHY												We studied the seasonal lipid dynamics of Calanus finmarchicus from Loch Etive, a semi-enclosed fjordic environment on the west coast of Scotland, in relation to the diapause behavior of this species. Levels of total lipid and triacylglycerol in individual copepodid stage V (CVs) exhibited clear seasonal trends, with highest levels in June and progressively decreasing through late summer to winter. Wax esters in CVs were more variable, but followed a similar pattern. An index of the level of unsaturation of wax esters, effectively an indicator of the levels of polyunsaturated fatty acids in the wax ester reserves, were highest in midsummer and declined progressively through autumn and winter. Fatty acid analysis of total lipid in the CVs confirmed that the amounts of polyunsaturated fatty acids in the wax esters decreased, while amounts of saturated and monounsaturated fatty acids remained comparatively stable. Polyunsaturated wax esters are selectively catabolized by C. finmarchicus during diapause. Previous studies have linked unsaturation of wax esters in calanoid copepods to the initiation of diapause and buoyancy control, and we hypothesize that selective catabolism of polyunsaturated wax esters is linked to the processes of diapause termination and ascent to surface waters.																	0024-3590	1939-5590				JAN	2012	57	1					65	75		10.4319/lo.2012.57.1.0065							WOS:000298321300006						
J	Varpe, O				Varpe, Oystein			Fitness and phenology: annual routines and zooplankton adaptations to seasonal cycles	JOURNAL OF PLANKTON RESEARCH												Behaviour and life-history strategies of zooplankton have evolved in response to seasonal cycles in food availability, predation risk and abiotic conditions. A key challenge is to understand how different activities over the year are linked. For instance, how does a change in spring activities, such as the timing or amount of egg production, influence autumn activities, for instance energy storage or migration? Trade-offs viewed in relation to individual lifetime fitness consequences couple these events. The framework of optimal annual routines provides theory and methodology for consistent analyses of these temporal trade-offs. Here I describe the key parts of optimal annual routine models and how the models can be used to: (i) study phenology, life-history strategies, and population dynamics; (ii) predict responses to environmental change; and (iii) guide future zooplankton studies. I mainly discuss the adaptations of zooplankton species inhabiting high latitude oceans where the seasonal cycle and its effects are particularly strong. Empirical challenges include issues of seasonal resolution, state-dependent processes and individual variability. Two ecological problems with avenues for future work are discussed in particular detail: the role of sea ice and ice algae in the life cycle of copepods and krill, and the adaptive value and ecological consequences of semelparous versus iteroparous reproductive strategies.				Varpe, Oystein/B-9693-2008	Varpe, Oystein/0000-0002-5895-6983												0142-7873	1464-3774				APR	2012	34	4					267	276		10.1093/plankt/fbr108							WOS:000301360800001						
J	Dubischar, CD; Bathmann, UV				Dubischar, CD; Bathmann, UV			The occurrence of faecal material in relation to different pelagic systems in the Southern Ocean and its importance for vertical flux	DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY					Southern Ocean Joint Global Ocean Flux Symposium (SO-JGOFS)	JUL 08-12, 2000	BREST, FRANCE					During the SO-JGOFS-Polarstern-cruise in Oct/Nov 1992, faecal pellet abundance and distribution were determined in order to assess the impact of defecation within the following three typical Antarctic plankton regimes in the Atlantic sector: the Marginal Ice Zone (MIZ), the southern Antarctic Circumpolar Current (ACC) and the Polar Frontal region (PFr). In contrast to the more southern regions, the PFr was characterised by the occurrence of relatively dense phytoplankton blooms and high copepod concentrations. Faecal pellets were relatively abundant in the MIZ reaching up to 106 mug faccal pellet carbon (FPC) m(-3), whereas the concentrations in the more northern regions were about one to two orders of magnitude lower: ca. 6 mug FPC m(-3) in the southern ACC and less than 1 mug FPC m(-3) in the PFr. Thus, the region with the highest phyto- and zooplankton concentrations showed by far the lowest faecal pellet standing stock concentrations. These results and their potential ecological significance are discussed in relation to other regions of the world oceans. We conclude, that not only the biomass of phytoplankton and zooplankton, but also the structure of the plankton communities are decisive for sedimentation potentials of carbon and silica via faecal pellets in the different regions of the ocean. (C) 2002 Elsevier Science Ltd. All rights reserved.																	0967-0645						2002	49	16					3229	3242	PII S0967-0645(02)00080-2	10.1016/S0967-0645(02)00080-2							WOS:000176691300008						
J	Zhou, M; Huntley, ME				Zhou, M; Huntley, ME			The principle of biological attraction, demonstrated by the bio-continuum theory of zooplankton patch dynamics	JOURNAL OF MARINE RESEARCH												A theory of zooplankton and micronekton patch dynamics is developed that expressly includes animal behavior. This represents a departure from traditional models of patch dynamics, which generally treat animals as Lagrangian particles whose distributions are determined solely by processes of advection and diffusion. The ''bio-continuum'' theory is based on principles of statistical mechanics, and describes animal aggregations in terms of mean motion, random motion, random kinetic energy, distribution and abundance. The forces on an animal aggregation act both upon the aggregation as a whole (external forces) or between individuals (internal forces). We demonstrate here that the internal forces which serve to maintain autocoherence are, in essence, a force of biological attraction that can be quantified in Newtons. A coefficient of biological attraction is defined, and its magnitude evaluated in aggregations of Antarctic euphausiids (Euphausia superba). We hypothesize that the coefficient of biological attraction may be constant for all organisms in the sea. A method for measuring all key variables with acoustic Doppler technology is presented, with specific attention to application of the Acoustic Doppler Current Profiler (ADCP). We conclude that bio-continuum theory, coupled with acoustic Doppler observations, provides a practical approach for studying animal aggregation dynamics in the sea.																	0022-2402	1543-9542				SEP	1996	54	5					1017	1037		10.1357/0022240963213619							WOS:A1996VP29700008						
J	Lynch, HJ; Larue, MA				Lynch, H. J.; LaRue, M. A.			First global census of the Adelie Penguin	AUK												We report on the first global census of the Adelie Penguin (Pygoscelis adeliae), achieved using a combination of ground counts and satellite imagery, and find a breeding population 53% larger (3.79 million breeding pairs) than the last estimate in 1993. We provide the first abundance estimates for 41 previously unsurveyed colonies, which collectively contain 420,000 breeding pairs, and report on 17 previously unknown colonies, 11 of which may be recent colonizations. These recent colonizations represent similar to 5% of the increase in known breeding population and provide insight into the ability of these highly philopatric seabirds to colonize new breeding territories. Additionally, we report on 13 colonies not found in the survey, including 8 that we conclude have gone extinct. We find that Adelie Penguin declines on the Antarctic Peninsula are more than offset by increases in East Antarctica. Our global population assessment provides a robust baseline for understanding future changes in abundance and distribution. These results are a critically needed contribution to ongoing negotiations regarding the design and implementation of Marine Protected Areas for the Southern Ocean.																	0004-8038	1938-4254				OCT	2014	131	4					457	466		10.1642/AUK-14-31.1							WOS:000344823200001						
J	FARBERLORDA, J				FARBERLORDA, J			LENGTH-WEIGHT RELATIONSHIPS AND COEFFICIENT OF CONDITION OF EUPHAUSIA-SUPERBA AND THYSANOESSA-MACRURA (CRUSTACEA, EUPHAUSIACEA) IN SOUTHWEST INDIAN-OCEAN DURING SUMMER	MARINE BIOLOGY												Samples of antarctic euphausiids, Euphausia superba and Thysanoessa macrura were obtained during the MD 25 FIBEX expedition of the R. V. ''Marion Dufresne'', in February 1981, to the southwest Indian Ocean. Individual and mean coefficients of condition (K(m)) were calculated from variations in weight as a function of total length and of carapace length. In E. superba, no significant differences were found as a function of sex or development stage in either total length and weight or carapace length and weight. In T. macrura, a significant allometric difference emerged in the wet weight of juveniles, males and females as a function of total length, and in wet weight as a function of carapace length between adults and subadults. In both E. superba and T. macrura, wet weight as a function of total length differed significantly among stations, and also between species, with a greater weight increase for T. macrura in summer. The coefficients of condition calculated for all wet weight-total length relationships showed that the morphologically different Group II males were heavier than Group I males and mature females. K(m) in T. macrura was higher for females than for juveniles or males, indicating a greater weight gain by the females. These differences probably reflect real differences in physiology and may affect the distribution of these two species.																	0025-3162	1432-1793				MAR	1994	118	4					645	650		10.1007/BF00347512							WOS:A1994NE90100014						
J	Wallis, JR; Maschette, D; Wotherspoon, S; Kawaguchi, S; Swadling, KM				Wallis, Jake R.; Maschette, Dale; Wotherspoon, Simon; Kawaguchi, So; Swadling, Kerrie M.			Thysanoessa macrura in the southern Kerguelen region: Population dynamics and biomass	DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY												Thysanoessa macrura is well adapted to the strong seasonality of the Southern Ocean. A flexible diet, large lipid reserves and a winter reproductive period provide T. macrura with the ability to capitalise on the pulses of primary and secondary reproduction in spring and summer. The population dynamics of T. macrura were examined over the southern Kerguelen Plateau region as part of a large-scale ecosystem assessment. Larval stages were present in high abundances, exceeding 4000 Ind. 1000 m(-3), with a peak in early furcilia (FI - FIV) and lower abundances of calyptopis stages (CI - CIII) indicating the end of a prolonged spawning period. High abundances of T. macrura were recorded throughout the entire study region, although they tended to be highest over the southern extent of the Banzare Bank and Princess Elizabeth Trough. This maximum appeared to be driven by the presence of the copepod Calanoides acutus, a dominant prey source. The first biomass estimates of T. macrura were determined for the region using length-frequency and abundance distributions. A mean biomass of 1.66 mg m(-3) (wet weight) was calculated for the region, however localised biomass over the southern tip of the Banzare Bank exceeded 9 mg m(-3) in the upper 200 m of the water column. The high biomass of T. macrura highlights their significance as an energy-rich resource for larger predators, inferring they play a currently underappreciated role in pelagic food-webs of the Southern Ocean.				Wotherspoon, Simon J/B-2390-2013	Wotherspoon, Simon J/0000-0002-6947-4445; Swadling, Kerrie/0000-0002-7620-841X												0967-0645	1879-0100				APR	2020	174				SI				104719	10.1016/j.dsr2.2019.104719							WOS:000539111000011						
J	Robertson, RR; Bjorkstedt, EP				Robertson, Roxanne R.; Bjorkstedt, Eric P.			Climate-driven variability in Euphausia pacifica size distributions off northern California	PROGRESS IN OCEANOGRAPHY												We analyzed an 11-year data set of length measurements for Euphausia pacifica, resolved by developmental stages ranging from early furcilia through adults, to characterize temporal variability in size distributions in relation to environmental and climate forcing in coastal waters of the northern California Current. Our analysis reveals that coastal size distributions of this linchpin species are related to temperature and chlorophyll a concentration, and indicate that warm climate events disrupt and suppress typical seasonal dynamics, resulting in persistent shifts towards populations dominated by smaller juveniles and adults. The 2014-16 marine heatwave (MHW) resulted in sharp and sustained transition in the size structure of E. pacifica off northern California; we captured numerous mature individuals smaller than any previously reported in the literature and larger size classes were conspicuously absent or rare when the MHW most strongly impacted coastal waters. Early life history stages exhibited a contrasting response, shifting instead towards larger size distributions during warm years. Advection appears to be the dominant mechanism driving rapid shifts in E. pacifica size structure off northern California, which implies alongshore and cross-shelf gradients in life history expression (e.g., changes in size-at-maturation) related primarily to temperature. Variability in food availability (chlorophyll concentration) and physiological responses (e.g., changes in growth rates) likely contribute to seasonal variability, but appear insufficient to account for sharp, climate-driven transitions. Climate-driven shifts in individual and total biomass of this critical and dominant forage species have important ecological implications, particularly for growth and survival of species at higher trophic levels. Given that warm water events are likely to increase with climate change, the effects of the 2014-16 MHW on E. pacifica in coastal waters may serve as a harbinger for future change. Detailed information on size structure of euphausiid populations is fundamental to understanding population responses to and ecosystem consequences of climatic and environmental forcing, and has been incorporated in assessments that support ecosystem-based approaches to fisheries management.																	0079-6611					OCT	2020	188								102412	10.1016/j.pocean.2020.102412							WOS:000582696800001						
J	Whitehead, AL; Lyver, PO; Ballard, G; Barton, K; Karl, BJ; Dugger, KM; Jennings, S; Lescroel, A; Wilson, PR; Ainley, DG				Whitehead, Amy L.; Lyver, Phil O'B.; Ballard, Grant; Barton, Kerry; Karl, Brian J.; Dugger, Katie M.; Jennings, Scott; Lescroel, Amelie; Wilson, Peter R.; Ainley, David G.			Factors driving Adelie penguin chick size, mass and condition at colonies of different sizes in the Southern Ross Sea	MARINE ECOLOGY PROGRESS SERIES												Body size, mass and condition can affect an organism's ability to cope with variation in resource availability or metabolic demand, particularly as juveniles reach independence. It follows that changes to parental provisioning efficiency (size and frequency of meals) through intraspecific competition or environmental conditions that affect prey availability may affect chick size, mass and condition and ultimately post-fledging survival. We examined how Adelie penguin chick size, mass and condition varied among colonies of different sizes on Ross Island during a 15 yr period of high environmental variability and varying intraspecific competition. Aiding the study was a natural experiment in which the presence of 2 giant icebergs midway through the study abnormally increased sea ice concentration (SIC), altering adults' access to food. Concurrently, the colonies were rapidly increasing in size; based on previous work, this indicated increased trophic competition near colonies, a trend likely indicating a changing food web in the greater region. Results showed that increased amounts of sea ice, which reduced the ability of adults to access food, had a negative effect on the size and mass of chicks. However, a greater proportion of fish (vs. krill) in the diet had a positive effect on chick size. Moreover, in some cases, increased intraspecific competition may be a more important driver of provisioning rate and chick size than abiotic factors, with chicks showing the effects of reduced food delivery at larger colonies. Understanding these patterns will allow better understanding of how factors such as climate change and altered food webs may affect Adelie penguin populations.				Whitehead, Amy/E-6505-2010	Whitehead, Amy/0000-0002-4164-9047												0171-8630	1616-1599				MAR 16	2015	523						199	213		10.3354/meps11130							WOS:000351452700016						
J	Peron, C; Delord, K; Phillips, RA; Charbonnier, Y; Marteau, C; Louzao, M; Weimerskirch, H				Peron, Clara; Delord, Karine; Phillips, Richard A.; Charbonnier, Yohan; Marteau, Cedric; Louzao, Maite; Weimerskirch, Henri			Seasonal variation in oceanographic habitat and behaviour of white-chinned petrels Procellaria aequinoctialis from Kerguelen Island	MARINE ECOLOGY PROGRESS SERIES												Marine environments experience seasonal variation in physical and biological parameters, with consequent changes in predator distributions. During the breeding period, proximity to suitable feeding sites is essential for central place foragers, whereas during the non-breeding period their distribution is relatively unconstrained. We combined light-based geolocation and satellite tracking to investigate seasonal variation in foraging grounds and behaviour of white-chinned petrels from Kerguelen Island. Birds were associated with highly productive areas throughout the year. During breeding (summer), they performed long commuting trips from the colony to distant, productive Antarctic waters. Thereafter, birds migrated 5200 km westwards to the Benguela upwelling system off Namibia and South Africa to spend the winter. This seasonal shift of foraging grounds coincides with a change in activity patterns; much less time was spent in flight in winter than in summer. Individual variability in the locations of foraging zones and seasonal/daily activity patterns was low. Trip durations were shorter during chick-rearing than incubation, although birds often travelled as far or farther, tracking the gradual break up of pack ice. Habitat use models revealed an association with distance to sea-ice edge and chlorophyll a gradient during incubation, whereas sea surface temperature and chlorophyll a gradient best explained habitat use during chick rearing. White-chinned petrels are likely to overlap with other marine predators and fisheries throughout the year. Fishery bycatch constitutes the most significant direct threat to petrels at sea. Moreover, future climate-induced reductions in productivity could affect birds year-round.				Louzao, Maite/N-5379-2014; Weimerskirch, Henri/K-7306-2019; PERON, Clara/E-9840-2015; Weimerskirch, Henri/F-5562-2013; PERON, CLARA/A-2248-2013	Weimerskirch, Henri/0000-0002-0457-586X; PERON, Clara/0000-0002-6529-4578; Louzao, Maite/0000-0002-9997-5144												0171-8630	1616-1599					2010	416						267	U288		10.3354/meps08785							WOS:000283446400022						
J	Polgari, Z; Szoboszlai, N; Ovari, M; Zaray, G				Polgari, Zsofia; Szoboszlai, Norbert; Ovari, Mihaly; Zaray, Gyula			Possibilities and limitations of the total reflection X-ray fluorescence spectrometry for the determination of low Z elements in biological samples	MICROCHEMICAL JOURNAL												The analytical capability of the laboratory scale vacuum total reflection X-ray fluorescence (TXRF) spectrometer (Wobistrax) was studied for the determination of the Z elements (Na, Mg, P, S, K and Ca) in different biological matrices represented by the following certified reference materials: MURST-ISS-A2 Antarctic krill, IAEA-331 spinach, NIST 1577a bovine liver, and SERONORM (TM) Trace Elements Serum Level 1. First, the stability of the response factors (relative sensitivity) against Ti internal standard was checked in the concentration range of 1 to 1000 mg/L in a diluted nitric acid matrix. It has been found that the upper limit of the analytical concentration range for K and Ca can be as high as 1000 mg/L; on the other hand, the remaining elements cannot be determined above a concentration of some tens mg/L. The established response factors were used for the elemental analysis of the four certified reference materials after normal-volume microwave assisted acid digestion. In the case of the serum sample, different preparation methods were compared as follow: direct analysis, microwave assisted acid digestion in normal-volume and micro-vessels, as well as the vapor-phase digestion directly on the TXRF carrier plates. On the basis of the results, the normal-volume digestion results in rather high dilution of the samples; thus, elements at low concentration could not be detected in some of the samples. On the other hand, this method offers the highest rate of both organic matrix decomposition and inorganic matrix dilution; thus, the background and the standard deviation of the results were the lowest. In general, this method was found to be useful for the analysis of samples with high dissolved (organic + inorganic) content if the analytes are present at a concentration considerable above the quantification limit. In the case of the microscale and the vapor-phase digestion, both the organic and inorganic matters remain at elevated concentration; thus, higher background and self-absorption of the fluorescent radiation occurred, deteriorating the analytical performance. (C) 2011 Elsevier B.V. All rights reserved.				Szoboszlai, Norbert/B-5699-2009	Szoboszlai, Norbert/0000-0002-3991-3996												0026-265X					NOV	2011	99	2					339	343		10.1016/j.microc.2011.06.002							WOS:000295770700027						
J	Larue, MA; Knight, J				Larue, Michelle A.; Knight, Joseph			Applications of Very High-Resolution Imagery in the Study and Conservation of Large Predators in the Southern Ocean	CONSERVATION BIOLOGY												The Southern Ocean is one of the most rapidly changing ecosystems on the planet due to the effects of climate change and commercial fishing for ecologically important krill and fish. Because sea ice loss is expected to be accompanied by declines in krill and fish predators, decoupling the effects of climate and anthropogenic changes on these predator populations is crucial for ecosystem-based management of the Southern Ocean. We reviewed research published from 2007 to 2014 that incorporated very high-resolution satellite imagery to assess distribution, abundance, and effects of climate and other anthropogenic changes on populations of predators in polar regions. Very high-resolution imagery has been used to study 7 species of polar animals in 13 papers, many of which provide methods through which further research can be conducted. Use of very high-resolution imagery in the Southern Ocean can provide a broader understanding of climate and anthropogenic forces on populations and inform management and conservation recommendations. We recommend that conservation biologists continue to integrate high-resolution remote sensing into broad-scale biodiversity and population studies in remote areas, where it can provide much needed detail. Aplicaciones de Imagenes de Muy Alta Resolucion en el Estudio y Conservacion de Grandes Depredadores en el Oceano Antartico Resumen El Oceano Antartico es uno de los ecosistemas con rapidos cambios en el planeta debido a los efectos del cambio climatico y la pesca comercial de peces y kril ecologicamente importantes. Ya que se espera que la perdida de hielo este acompanada por declinaciones de depredadores de peces y kril, desacoplar los efectos de los cambios climaticos y antropogenicos de estas poblaciones de depredadores es crucial para el manejo basado en ecosistemas del Oceano Antartico. Revisamos investigaciones publicadas desde 2007 hasta 2014, las cuales incorporaron imagenes satelitales de muy alta resolucion para evaluar la distribucion, abundancia y efectos del clima y otros cambios antropogenicos sobre las poblaciones de depredadores en las regiones polares. Las imagenes de muy alta resolucion se han utilizado para estudiar siete especies de animales polares en 13 articulos, muchos de los cuales proporcionan metodos mediante los cuales se pueden llevar a cabo mas investigaciones. El uso de imagenes de muy alta resolucion en el Oceano Antartico puede proporcionar un entendimiento mas amplio de las fuerzas climaticas y antropogenicas que actuan sobre las poblaciones e informar a las recomendaciones de manejo y conservacion. Recomendamos que los biologos de la conservacion integren sensores remotos de alta resolucion en los estudios poblacionales y de biodiversidad a gran escala en areas remotas, donde puede proporcionar detalles muy necesitados.					Knight, Joseph/0000-0001-5846-9416												0888-8892	1523-1739				DEC	2014	28	6					1731	1735		10.1111/cobi.12367							WOS:000344794200030	25103277					
J	Rodary, D; Wienecke, BC; Bost, CA				Rodary, D; Wienecke, BC; Bost, CA			Diving behaviour of Adelie penguins (Pygoscelis adeliae) at Dumont D'Urville, Antarctica: nocturnal patterns of diving and rapid adaptations to changes in sea-ice condition	POLAR BIOLOGY												The diving behaviour of Adelie penguins (Pygoscelis adeliae) was studied with time-depth recorders at Dumont D'Urville, Antarctica, during the breeding seasons in 1995/1996 and 1996/1997. We studied penguins foraging at all breeding stages, in various sea-ice conditions. For the first time in this species we observed nocturnal patterns of diving as the penguins dived more frequently and spent more time underwater around midnight than around noon. This behaviour may be related to the abundance of neritic krill, Euphausia crystallorophias, in the diet. Dive depth and duration varied extensively over the cycle, and appeared related to sea ice conditions rather than representative of the locality (22 m/78 s and 40 m/102 s with and without sea-ice, respectively). Comparisons with other studies showed that different diving behaviour previously observed in different localities can also occur at the same locality, and in some cases over a single foraging trip of a single penguin when short-term variation of external conditions occurred.																	0722-4060					FEB	2000	23	2					113	120		10.1007/s003000050016							WOS:000085201300006						
S	Moline, MA; Karnovsky, NJ; Brown, Z; Divoky, GJ; Frazer, TK; Jacoby, CA; Torrese, JJ; Fraser, WR		Ostfeld, RS; Schlesinger, WH		Moline, Mark A.; Karnovsky, Nina J.; Brown, Zachary; Divoky, George J.; Frazer, Thomas K.; Jacoby, Charles A.; Torrese, Joseph J.; Fraser, William R.			High latitude changes in ice dynamics and their impact on polar marine ecosystems	YEAR IN ECOLOGY AND CONSERVATION BIOLOGY 2008	Annals of the New York Academy of Sciences											Polar regions have experienced significant warming in recent decades. Warming has been most pronounced across the Arctic Ocean Basin and along the Antarctic Peninsula, with significant decreases in the extent and seasonal duration of sea ice. Rapid retreat of glaciers and disintegration of ice sheets have also been documented. The rate of warming is increasing and is predicted to continue well into the current century, with continued impacts on ice dynamics. Climate-mediated changes in ice dynamics are a concern as ice serves as primary habitat for marine organisms central to the food webs of these regions. Changes in the timing and extent of sea ice impose temporal asynchronies and spatial separations between energy requirements and food availability for many higher trophic levels. These mismatches lead to decreased reproductive success, lower abundances, and changes in distribution. In addition to these direct impacts of ice loss, climate-induced changes also facilitate indirect effects through changes in hydrography, which include introduction of species from lower latitudes and altered assemblages of primary producers. Here, we review recent changes and trends in ice dynamics and the responses of marine ecosystems. Specifically, we provide examples of ice-dependent organisms and associated species from the Arctic and Antarctic to illustrate the impacts of the temporal and spatial changes in ice dynamics.				Jacoby, Charles/D-5608-2013; Divoky, George/J-2710-2019; Divoky, George/J-3319-2019	Jacoby, Charles/0000-0002-5948-3241; Divoky, George/0000-0001-9902-8203; 												0077-8923		978-1-57331-725-2				2008	1134						267	319		10.1196/annals.1439.010							WOS:000257506400011	18566098					
J	Diaz, JI; Fusaro, B; Longarzo, L; Coria, NR; Vidal, V; D'Amico, V; Barbosa, A				Ines Diaz, Julia; Fusaro, Bruno; Longarzo, Lucrecia; Ruben Coria, Nestor; Vidal, Virginia; D'Amico, Veronica; Barbosa, Andres			Gastrointestinal helminths of Adelie penguins (Pygoscelis adeliae) from Antarctica	POLAR RESEARCH												Knowledge about parasitic organisms in Antarctica is scarce and fragmentary. The study reported here adds to the knowledge of gastrointestinal parasites of the Adelie penguin (Pygoscelis adeliae) (Sphenisciformes), from 25 de Mayo/King George Island (South Shetlands), Bahia Esperanza (Hope Bay) and Avian Island (Antarctica). Thirty-five freshly dead specimens (20 chicks and 15 adults) were collected from December 2007 to December 2014 and examined for internal macroparasites. Three adult parasite species were found: one Cestoda, Parorchites zederi, and two Nematoda, Stegophorus macronectes and Tetrameres sp. Immature Tetrabothrius sp. were found in hosts from Avian Island. Helminth communities are known to be related to host feeding behaviours. Low parasite richness observed in Adelie penguins could be related to the stenophagic and pelagic diet of this host species, which feeds almost exclusively on krill.				Barbosa, Andres/C-3208-2008	Barbosa, Andres/0000-0001-8434-3649												0800-0395	1751-8369					2016	35								28516	10.3402/polar.v35.28516							WOS:000381042000001						
